1,0.002274558
2,0.007530826
3,0.01153719
4,0.01487473
6,0.01982663
7,0.02398296
8,0.02749526
9,0.03094558
12,0.03803096
13,0.04214976
14,0.04565136
15,0.04908913
16,0.05255566
17,0.05604734
18,0.05951001
19,0.06304121
20,0.06656836
21,0.07003288
22,0.07358309
23,0.07713266
24,0.08061643
25,0.08417667
26,0.0876976
27,0.09211008
28,0.09598281
29,0.09953073
30,0.1030996
31,0.1067331
32,0.1103372
33,0.1139262
34,0.1175017
35,0.1210494
36,0.1246807
37,0.1282456
38,0.1318184
39,0.1354013
40,0.1389204
41,0.1425371
43,0.1478056
44,0.151908
45,0.1555098
46,0.1590724
47,0.1626682
48,0.1662768
49,0.1698474
50,0.173408
51,0.1770186
52,0.1806477
53,0.1842017
54,0.1878081
55,0.1915058
56,0.1951206
57,0.198741
58,0.2023747
59,0.2059349
60,0.2094788
61,0.2130766
62,0.2167622
63,0.2203933
64,0.2240499
65,0.2276911
66,0.2313809
67,0.2349101
68,0.2385665
69,0.2421577
70,0.2457518
71,0.249418
72,0.2530706
73,0.2575601
74,0.2614478
75,0.265031
76,0.2686101
77,0.2722893
78,0.2758412
79,0.2794622
80,0.2830788
81,0.2866166
82,0.2902954
83,0.2940041
84,0.2975645
85,0.301181
86,0.3047853
87,0.3084124
88,0.3120622
89,0.3157018
90,0.3192704
91,0.3228308
92,0.3265311
93,0.3301374
94,0.333754
95,0.3374374
96,0.3410185
97,0.3446894
98,0.3482333
99,0.3518749
101,0.3573684
102,0.361202
103,0.3648873
104,0.3685395
106,0.3738602
107,0.3779874
108,0.381679
109,0.3852914
110,0.3888976
112,0.394256
113,0.3983203
114,0.4019101
115,0.4054349
116,0.4090497
117,0.412666
118,0.4162956
119,0.4199391
120,0.4235706
121,0.4272516
122,0.4309164
123,0.4345079
124,0.4381499
125,0.441802
126,0.4454038
127,0.4490581
128,0.4527766
130,0.4580995
131,0.4622812
132,0.4659411
133,0.4696165
134,0.4732083
135,0.4767956
136,0.4803643
137,0.4839749
138,0.4875351
139,0.4911709
140,0.4948184
141,0.4986123
142,0.5021974
143,0.5060226
144,0.5105145
146,0.5157601
147,0.5198476
148,0.5234476
149,0.5270832
150,0.5307622
151,0.5344208
152,0.5380539
153,0.5416478
154,0.5452831
155,0.5488874
156,0.5526268
157,0.5562353
158,0.5598831
159,0.5635979
160,0.5672706
161,0.5708375
162,0.5743852
163,0.5779936
164,0.5816477
165,0.5853313
166,0.5890456
167,0.5926478
168,0.5962518
169,0.5998895
170,0.603452
171,0.6070834
172,0.6107311
173,0.614325
174,0.6179271
175,0.6214895
176,0.625073
177,0.6287271
178,0.6323476
179,0.6361207
180,0.6396999
181,0.6433456
182,0.64695
183,0.6506417
184,0.6543041
185,0.6579041
187,0.6634226
188,0.6673915
189,0.6710312
190,0.6754666
191,0.6796039
192,0.6832206
193,0.6867647
194,0.6904166
196,0.6959561
197,0.7000605
198,0.7037668
199,0.7074375
201,0.7127624
202,0.7167791
203,0.7204438
204,0.7241021
205,0.7276354
206,0.7312709
207,0.7348605
209,0.7401063
210,0.7442437
211,0.7479126
212,0.751473
213,0.7550313
214,0.7586834
215,0.7623042
216,0.7658957
217,0.7694625
218,0.7731375
219,0.7767063
220,0.7803894
221,0.784027
222,0.7876625
223,0.7912916
224,0.794944
225,0.7986107
226,0.8022207
227,0.8059562
228,0.809612
229,0.8132768
230,0.816877
231,0.8204814
232,0.8240646
233,0.8277376
234,0.8313209
235,0.8348792
236,0.8384665
237,0.8420354
238,0.8456833
239,0.8493521
240,0.8529705
241,0.8566353
242,0.8602771
243,0.8639585
244,0.8676022
245,0.8712292
246,0.8747981
247,0.8784251
248,0.8819938
249,0.8856606
250,0.8892686
251,0.8928478
252,0.8965312
253,0.9002439
254,0.9038292
255,0.9075606
256,0.9111627
257,0.9147355
258,0.9184273
259,0.9221647
260,0.9257416
261,0.9293061
262,0.93295
263,0.9366062
264,0.9403852
265,0.9439937
266,0.9476522
267,0.9512814
268,0.9549314
269,0.9585186
270,0.9621583
271,0.9657502
273,0.9710773
274,0.9751294
275,0.9787459
276,0.9824085
277,0.9860334
278,0.9895958
279,0.9932584
280,0.9969044
281,1.000579
282,1.004171
283,1.007821
284,1.011454
285,1.015067
286,1.018688
287,1.022373
288,1.025925
289,1.029481
291,1.034798
292,1.038917
293,1.042667
294,1.046306
296,1.05186
297,1.0557
298,1.05931
299,1.062908
300,1.066525
301,1.070212
302,1.073817
303,1.077423
304,1.081031
305,1.084781
306,1.088384
307,1.091975
308,1.095673
309,1.099348
310,1.102998
311,1.106623
312,1.110275
313,1.113894
315,1.119086
316,1.12325
317,1.126825
318,1.130392
319,1.134027
320,1.137684
321,1.141277
322,1.144809
323,1.148467
324,1.152084
325,1.155696
326,1.159312
327,1.163094
328,1.166686
329,1.170369
330,1.173917
331,1.177486
332,1.181083
333,1.184717
334,1.188315
335,1.191938
336,1.195559
337,1.199123
338,1.202679
339,1.206346
340,1.209981
341,1.213585
342,1.217284
343,1.220854
344,1.224469
345,1.228061
346,1.23174
347,1.235436
348,1.239127
349,1.242708
350,1.246377
351,1.249969
352,1.253675
353,1.257236
354,1.260794
355,1.264519
356,1.268169
357,1.271904
358,1.275512
359,1.279119
360,1.282862
361,1.2864
362,1.290083
363,1.293786
364,1.297439
365,1.301103
366,1.304767
367,1.308352
368,1.312075
369,1.315698
370,1.319475
371,1.3231
372,1.326721
374,1.332025
375,1.3362
376,1.339862
377,1.343592
378,1.347244
379,1.3508
380,1.354544
381,1.358125
382,1.361869
383,1.365482
384,1.369175
386,1.374461
387,1.378646
388,1.382252
389,1.3858
391,1.391079
392,1.3952
393,1.398827
394,1.402565
395,1.40615
396,1.409858
397,1.413488
398,1.417065
399,1.420752
400,1.424319
401,1.427908
402,1.431507
403,1.435148
404,1.438757
405,1.442371
406,1.44598
407,1.449704
408,1.453285
409,1.456933
410,1.460471
411,1.46419
412,1.467861
413,1.471596
414,1.47519
415,1.478769
416,1.48235
417,1.485983
418,1.489661
419,1.493317
420,1.496942
421,1.500713
422,1.504365
423,1.508052
424,1.511638
425,1.515379
426,1.519038
427,1.522711
428,1.526315
429,1.529906
430,1.533494
431,1.537167
432,1.540721
433,1.544332
434,1.547961
435,1.551636
436,1.555186
437,1.558842
438,1.562479
439,1.566198
440,1.569888
441,1.573532
442,1.577336
443,1.580944
444,1.584567
445,1.588248
446,1.5928
447,1.596888
448,1.600584
449,1.604253
450,1.607957
451,1.61173
452,1.615346
453,1.618944
454,1.6226
455,1.626426
456,1.630002
457,1.633682
458,1.637294
459,1.640969
460,1.644652
461,1.648353
462,1.651992
463,1.655632
464,1.659292
465,1.662867
466,1.666542
467,1.670194
468,1.673842
469,1.677415
470,1.681167
471,1.684765
472,1.688507
473,1.692111
474,1.695736
476,1.701
477,1.705153
479,1.710336
480,1.714498
481,1.718111
482,1.721856
483,1.725444
485,1.730919
486,1.735092
487,1.738775
488,1.742367
489,1.745969
490,1.749606
491,1.753219
492,1.757721
493,1.761754
494,1.76538
495,1.768963
496,1.772519
497,1.776148
500,1.782313
501,1.786367
502,1.789929
503,1.793531
504,1.797205
505,1.800759
506,1.80428
507,1.807946
508,1.811623
509,1.815148
510,1.818736
511,1.822334
512,1.825913
513,1.829469
